MAS,Ref
-6.312853124999999281e-04,7.400099249344369197e-03
-2.687814965277777156e-03,8.324086024976924680e-03
-5.868034722222218932e-03,9.422114381120465579e-03
-1.074225000000000006e-02,1.073730222496016920e-02
-1.816867361111110940e-02,1.232540647144783272e-02
-2.942227083333334020e-02,1.425858713688126465e-02
-4.634111111111108988e-02,1.662977461072073088e-02
-7.140840277777778244e-02,1.955683731683026394e-02
-1.074905555555555614e-01,2.318416370906262181e-02
-1.564758333333333140e-01,2.767572723796630357e-02
-2.150739583333333427e-01,3.318665155490210794e-02
-2.648662500000000253e-01,3.978911018341720757e-02
-2.558583333333333543e-01,4.732030689627641368e-02
-1.001606569444444261e-01,5.514828367222622540e-02
2.659260361111111526e-01,6.198267874221352614e-02
7.090576388888888415e-01,6.607610920590585579e-02
8.307875000000001231e-01,6.607610920590584191e-02
3.612311874999998840e-01,6.198267874221352614e-02
-4.046505486111112160e-01,5.514828367222622540e-02
-9.300583333333332092e-01,4.732030689627639980e-02
-1.026359027777777877e+00,3.978911018341720757e-02
-8.547187500000000826e-01,3.318665155490210794e-02
-6.158222222222221598e-01,2.767572723796630704e-02
-4.108944444444444510e-01,2.318416370906262181e-02
-2.634404861111110940e-01,1.955683731683026394e-02
-1.655000694444444531e-01,1.662977461072073088e-02
-1.027993750000000123e-01,1.425858713688126465e-02
-6.326430555555556667e-02,1.232540647144783272e-02
-3.844331249999997924e-02,1.073730222496016920e-02
-2.284932638888888951e-02,9.422114381120465579e-03
-1.303150694444444278e-02,8.324086024976922946e-03
-6.843049444444441673e-03,7.400099249344373534e-03
-2.949329236111109497e-03,6.616674061173368794e-03
-5.163533333333333690e-04,5.947660379991571641e-03
9.809576388888888079e-04,5.372492529993202516e-03
1.814229499999999622e-03,4.920342487523652816e-03
4.220652777777776296e-03,4.996668182387002319e-03
4.419145833333333953e-03,5.520794153642426781e-03
4.526361111111110343e-03,6.129954068912054840e-03
4.469595833333331845e-03,6.843064610021027012e-03
4.131431250000000381e-03,7.684425150048356488e-03
3.321853819444444637e-03,8.685581139210148127e-03
1.732094513888888902e-03,9.887936861472632760e-03
-1.142318055555555621e-03,1.134644733114296804e-02
-6.129947916666667225e-03,1.313485934354888945e-02
-1.459615972222221697e-02,1.535314286204669289e-02
-2.878611111111110260e-02,1.813789765105972354e-02
-5.233888888888887925e-02,2.167641584832116428e-02
-9.092166666666665065e-02,2.622403900679860095e-02
-1.524831944444444420e-01,3.212050828812858250e-02
-2.450967361111111020e-01,3.978911018341720063e-02
-3.660256944444443827e-01,4.967158926961581789e-02
-4.679291666666666738e-01,6.198824762361180435e-02
-3.950977777777777700e-01,7.614767144425874101e-02
1.099116805555555715e-01,8.982049972588032616e-02
1.012672222222222418e+00,9.867417179635676328e-02
1.432260416666666591e+00,9.867417179635676328e-02
5.238048611111111308e-01,8.982049972588032616e-02
-9.565734722222224429e-01,7.614767144425872714e-02
-1.689772916666666625e+00,6.198824762361179047e-02
-1.538699305555555563e+00,4.967158926961581789e-02
-1.071886805555555711e+00,3.978911018341720063e-02
-6.579777777777777725e-01,3.212050828812858250e-02
-3.805833333333333846e-01,2.622403900679860095e-02
-2.138131944444445209e-01,2.167641584832116428e-02
-1.177787500000000154e-01,1.813789765105971660e-02
-6.327769444444443503e-02,1.535314286204669983e-02
-3.243885416666668353e-02,1.313485934354888945e-02
-1.499584652777777825e-02,1.134644733114296977e-02
-5.166484236111112266e-03,9.887936861472632760e-03
3.031111111111112026e-04,8.685581139210146392e-03
3.257748895833333710e-03,7.684425150048356488e-03
4.754982500000000216e-03,6.843064610021024410e-03
5.408143750000000277e-03,6.129954068912054840e-03
5.576576388888889596e-03,5.520794153642425046e-03
5.493916666666666046e-03,5.044400670581971127e-03
6.094854166666665955e-03,5.098571325564805676e-03
6.768979166666666200e-03,5.645463429497589274e-03
7.498680555555556175e-03,6.284036762502170567e-03
8.264187499999998965e-03,7.035644985288883220e-03
9.022083333333333344e-03,7.928115451992307633e-03
9.686312500000000478e-03,8.998196650284029721e-03
1.009323611111111012e-02,1.029512247137540255e-02
9.938083333333331756e-03,1.188589042501389179e-02
8.656669444444443570e-03,1.386321210923454651e-02
5.203165972222221179e-03,1.635768878376819141e-02
-2.372905902777778121e-03,1.955673133278202150e-02
-1.773170826388889218e-02,2.373424186494169780e-02
-4.774892361111111871e-02,2.929707588290688877e-02
-1.051435416666666733e-01,3.685562537468861644e-02
-2.120738888888888674e-01,4.732030689627642062e-02
-4.001622916666666141e-01,6.198824762361180435e-02
-6.822750000000000759e-01,8.242995727278493168e-02
-9.130694444444442670e-01,1.095132880739742853e-01
-4.765151666666666008e-01,1.402029159141506276e-01
1.314464548611111061e+00,1.630031419470155674e-01
2.684552083333334060e+00,1.630031419470155674e-01
7.487720138888888100e-01,1.402029159141506276e-01
-2.310009027777777835e+00,1.095132880739742853e-01
-3.007142361111110773e+00,8.242995727278494555e-02
-2.077911805555555436e+00,6.198824762361181129e-02
-1.125896527777777933e+00,4.732030689627641368e-02
-5.521048611111110116e-01,3.685562537468861644e-02
-2.570569444444443796e-01,2.929707588290688530e-02
-1.129622777777777309e-01,2.373424186494169780e-02
-4.371598263888888669e-02,1.955673133278202150e-02
-1.080880277777777725e-02,1.635768878376818794e-02
4.427816250000000085e-03,1.386321210923454825e-02
1.101877499999999975e-02,1.188589042501388832e-02
1.337597986111111435e-02,1.029512247137540429e-02
1.368729166666666879e-02,8.998196650284029721e-03
1.305013888888888543e-02,7.928115451992309368e-03
1.201744444444444691e-02,7.035644985288883220e-03
1.086582638888888841e-02,6.284036762502172302e-03
9.729916666666664493e-03,5.645463429497591008e-03
8.770783333333333903e-03,5.148242433673635120e-03
7.726097222222220139e-03,5.177768707468452004e-03
8.838520833333331911e-03,5.742724015803462104e-03
1.015281944444444695e-02,6.404779722891703296e-03
1.170799999999999966e-02,7.187346830417883602e-03
1.354722222222222439e-02,8.121273000743138223e-03
1.571365277777778124e-02,9.247835525132423046e-03
1.823945138888888665e-02,1.062322005694512315e-02
2.112045833333333483e-02,1.232537689223646080e-02
2.425899999999999931e-02,1.446478319470118241e-02
2.733645138888889103e-02,1.720180811402105894e-02
2.952597916666666739e-02,2.077558829775886379e-02
2.883936638888889153e-02,2.555362690659997160e-02
2.060339652777777586e-02,3.211991973144338181e-02
-6.154163888888892001e-03,4.143669379037169531e-02
-7.729163888888890277e-02,5.514828367222625316e-02
-2.528460416666666877e-01,7.614767144425874101e-02
-6.589813888888887972e-01,1.095132880739742992e-01
-1.446464583333333387e+00,1.631387590092724660e-01
-2.012320138888889165e+00,2.421389430860312331e-01
1.020690111111111076e+00,3.189294615619799877e-01
5.634972222222223159e+00,3.189294615619799877e-01
1.027263263888889222e+00,2.421389430860312331e-01
-5.699062499999999254e+00,1.631387590092724937e-01
-4.741743055555555308e+00,1.095132880739742992e-01
-2.072650694444444941e+00,7.614767144425874101e-02
-7.333374999999999755e-01,5.514828367222623928e-02
-2.181557361111111371e-01,4.143669379037168837e-02
-3.374087499999998269e-02,3.211991973144338181e-02
2.801592013888888275e-02,2.555362690659997160e-02
4.490149444444444665e-02,2.077558829775885685e-02
4.572800694444444092e-02,1.720180811402106241e-02
4.128718750000000964e-02,1.446478319470117894e-02
3.561919444444444638e-02,1.232537689223646080e-02
3.017817361111111221e-02,1.062322005694512315e-02
2.541656944444444302e-02,9.247835525132423046e-03
2.140563194444444414e-02,8.121273000743138223e-03
1.808139583333333994e-02,7.187346830417882734e-03
1.534231944444444835e-02,6.404779722891703296e-03
1.308643055555555948e-02,5.742724015803460369e-03
1.138879999999999927e-02,5.228972309868441803e-03
8.978597222222221147e-03,5.231948130431087092e-03
1.044089583333333328e-02,5.809447807169408270e-03
1.222795833333333373e-02,6.487886193805349373e-03
1.443156249999999648e-02,7.292168743077646204e-03
1.717506250000000109e-02,8.255359796999281116e-03
2.062548611111111180e-02,9.422101498498624758e-03
2.501140277777778170e-02,1.085382146137100351e-02
3.064706249999999896e-02,1.263687889451653966e-02
3.796604166666667224e-02,1.489569687002180280e-02
4.756055555555556424e-02,1.781467283995000553e-02
6.021479166666664218e-02,2.167620916554761912e-02
7.687250000000001027e-02,2.692982186798325434e-02
9.834263888888888916e-02,3.432465437481372478e-02
1.240362500000000007e-01,4.518020627501370678e-02
1.472422361111111744e-01,6.198267874221352614e-02
1.374893402777777607e-01,8.982049972588032616e-02
-2.823665277777781188e-02,1.402029159141505998e-01
-8.436818055555551643e-01,2.421389430860312331e-01
-3.933092361111109714e+00,4.709803701808056298e-01
-3.023925000000000196e+00,8.825478588499571231e-01
1.284143750000000317e+01,8.825478588499570121e-01
2.513333402777777170e+00,4.709803701808056298e-01
-1.283527777777777956e+01,2.421389430860312608e-01
-3.953339305555556571e+00,1.402029159141505998e-01
-3.367351388888890629e-01,8.982049972588034004e-02
2.539659027777778078e-01,6.198267874221354001e-02
2.826561319444443332e-01,4.518020627501370678e-02
2.245439583333333211e-01,3.432465437481372478e-02
1.673393750000000124e-01,2.692982186798325434e-02
1.238260416666666780e-01,2.167620916554761912e-02
9.254555555555556146e-02,1.781467283995000553e-02
7.023305555555553470e-02,1.489569687002179933e-02
5.418263888888889129e-02,1.263687889451653792e-02
4.247284722222222780e-02,1.085382146137100177e-02
3.379368055555555944e-02,9.422101498498626493e-03
2.725814583333333041e-02,8.255359796999281116e-03
2.226206249999999887e-02,7.292168743077647938e-03
1.838836805555555884e-02,6.487886193805349373e-03
1.534548611111111183e-02,5.809447807169408270e-03
1.313585000000000447e-02,5.284213117666784580e-03
9.736756944444443715e-03,5.259465267507464591e-03
1.141512500000000166e-02,5.843394531912083842e-03
1.349617361111111156e-02,6.530253469536459812e-03
1.610642361111111129e-02,7.345734656041925242e-03
1.942254166666666781e-02,8.324077354974604437e-03
2.369584722222222231e-02,9.511720716977598369e-03
2.929124305555556168e-02,1.097291747306355404e-02
3.675131944444444410e-02,1.279860956359041117e-02
4.690229166666667893e-02,1.512092625755140883e-02
6.104208333333334402e-02,1.813777638690837815e-02
8.127847222222223111e-02,2.215644406088113430e-02
1.111647222222222342e-01,2.767502746718588161e-02
1.569697222222222466e-01,3.554450222226765432e-02
2.303425694444444782e-01,4.731740515820784948e-02
3.543187500000000156e-01,6.607610920590582804e-02
5.780715277777779271e-01,9.867417179635676328e-02
1.016834027777777649e+00,1.630031419470155396e-01
1.968092916666666525e+00,3.189294615619800433e-01
4.017151666666666010e+00,8.825478588499573451e-01
2.021077083333331359e+00,inf
-4.273398611111109524e+00,inf
1.699877083333333161e+01,8.825478588499573451e-01
2.363170208333333377e+01,3.189294615619801543e-01
6.783228333333335414e+00,1.630031419470155674e-01
2.516154166666666470e+00,9.867417179635679103e-02
1.184884027777777904e+00,6.607610920590582804e-02
6.437236111111109826e-01,4.731740515820784948e-02
3.841041666666666909e-01,3.554450222226766126e-02
2.453370833333333723e-01,2.767502746718587467e-02
1.651323611111110978e-01,2.215644406088113430e-02
1.158870138888888485e-01,1.813777638690838162e-02
8.414763888888890375e-02,1.512092625755140883e-02
6.285722222222223099e-02,1.279860956359040770e-02
4.808986111111111794e-02,1.097291747306355578e-02
3.755097222222222170e-02,9.511720716977600104e-03
2.984326388888890180e-02,8.324077354974602702e-03
2.408497916666666253e-02,7.345734656041925242e-03
1.970196527777778178e-02,6.530253469536460680e-03
1.631036805555555538e-02,5.843394531912083842e-03
1.387631666666666597e-02,5.312273359420425015e-03
9.919687499999999686e-03,5.259465267507464591e-03
1.164826388888889029e-02,5.843394531912085577e-03
1.379697916666667093e-02,6.530253469536458077e-03
1.649982638888888853e-02,7.345734656041923508e-03
1.994495833333333190e-02,8.324077354974602702e-03
2.440148611111111684e-02,9.511720716977596635e-03
3.026305555555555693e-02,1.097291747306355578e-02
3.811861111111111700e-02,1.279860956359041117e-02
4.887541666666667117e-02,1.512092625755140536e-02
6.397284722222222608e-02,1.813777638690837815e-02
8.578131944444443435e-02,2.215644406088113430e-02
1.183680555555555458e-01,2.767502746718587467e-02
1.690690277777777695e-01,3.554450222226765432e-02
2.519261111111110174e-01,4.731740515820784948e-02
3.959013888888888721e-01,6.607610920590584191e-02
6.668090277777778407e-01,9.867417179635676328e-02
1.236207638888888960e+00,1.630031419470155674e-01
2.655845138888889068e+00,3.189294615619799877e-01
7.297282638888885842e+00,8.825478588499573451e-01
2.446656388888889211e+01,inf
1.528693333333333371e+01,inf
-4.780608333333334237e+00,8.825478588499571231e-01
3.090056249999999061e+00,3.189294615619800433e-01
3.858243958333333445e+00,1.630031419470155674e-01
1.882404236111110851e+00,9.867417179635676328e-02
9.788124999999998632e-01,6.607610920590584191e-02
5.594270833333332416e-01,4.731740515820784254e-02
3.443110416666667617e-01,3.554450222226766820e-02
2.245668055555555820e-01,2.767502746718587467e-02
1.534400694444444102e-01,2.215644406088113430e-02
1.089025000000000132e-01,1.813777638690837468e-02
7.976958333333335205e-02,1.512092625755140536e-02
6.000145833333334067e-02,1.279860956359040770e-02
4.616333333333332706e-02,1.097291747306355404e-02
3.621361111111112002e-02,9.511720716977594900e-03
2.889158333333332815e-02,8.324077354974600967e-03
2.339288888888889015e-02,7.345734656041921773e-03
1.918902083333333397e-02,6.530253469536458077e-03
1.592372916666666416e-02,5.843394531912085577e-03
1.357306666666666106e-02,5.312273359420425015e-03
9.491888888888889986e-03,5.231948130431086225e-03
1.109177777777777853e-02,5.809447807169406536e-03
1.306292361111111022e-02,6.487886193805351975e-03
1.551648611111111110e-02,7.292168743077648806e-03
1.860478472222221874e-02,8.255359796999281116e-03
2.253924305555555369e-02,9.422101498498629962e-03
2.761818750000000558e-02,1.085382146137100004e-02
3.426812499999999651e-02,1.263687889451653966e-02
4.310840277777778368e-02,1.489569687002180280e-02
5.504694444444446083e-02,1.781467283995000553e-02
7.142687499999998690e-02,2.167620916554761565e-02
9.421437500000003074e-02,2.692982186798325434e-02
1.261661111111111178e-01,3.432465437481371784e-02
1.705446527777778332e-01,4.518020627501369291e-02
2.284735416666667240e-01,6.198267874221352614e-02
2.852015902777777501e-01,8.982049972588032616e-02
2.429731111111110842e-01,1.402029159141506276e-01
-4.263143055555555505e-01,2.421389430860312331e-01
-4.429485277777777341e+00,4.709803701808055743e-01
-1.281959722222221743e+01,8.825478588499567900e-01
3.895192361111110557e+00,8.825478588499570121e-01
1.241374305555555324e+01,4.709803701808056298e-01
-3.854034930555556127e+00,2.421389430860312331e-01
-3.637506944444444112e+00,1.402029159141506831e-01
-7.504153472222222510e-01,8.982049972588032616e-02
-7.451159722222222732e-03,6.198267874221352614e-02
1.405174652777777811e-01,4.518020627501369291e-02
1.462120416666666534e-01,3.432465437481371784e-02
1.223668055555555828e-01,2.692982186798325434e-02
9.684881944444444224e-02,2.167620916554761912e-02
7.569006944444445217e-02,1.781467283995000553e-02
5.931236111111111431e-02,1.489569687002180280e-02
4.687722222222222984e-02,1.263687889451653966e-02
3.744631944444445221e-02,1.085382146137099657e-02
3.024866666666667717e-02,9.422101498498628228e-03
2.470281944444444391e-02,8.255359796999281116e-03
2.038390972222222514e-02,7.292168743077647938e-03
1.698390277777777832e-02,6.487886193805351975e-03
1.427872222222222216e-02,5.809447807169408270e-03
1.229410833333333120e-02,5.284213117666781978e-03
8.467909722222222157e-03,5.177768707468452004e-03
9.768687499999999593e-03,5.742724015803460369e-03
1.133072916666666603e-02,6.404779722891701561e-03
1.321562499999999821e-02,7.187346830417881000e-03
1.549907638888889209e-02,8.121273000743139958e-03
1.827174305555555670e-02,9.247835525132423046e-03
2.163613194444444568e-02,1.062322005694512142e-02
2.569295833333334542e-02,1.232537689223646427e-02
3.050147916666666112e-02,1.446478319470117374e-02
3.597611111111111148e-02,1.720180811402105200e-02
4.162539583333334237e-02,2.077558829775886032e-02
4.589494444444444654e-02,2.555362690659996813e-02
4.448451805555555388e-02,3.211991973144339568e-02
2.591733749999999836e-02,4.143669379037169531e-02
-4.046531944444445306e-02,5.514828367222622540e-02
-2.374748750000000019e-01,7.614767144425872714e-02
-7.860776388888889299e-01,1.095132880739742853e-01
-2.201213194444444188e+00,1.631387590092724382e-01
-4.927000000000000490e+00,2.421389430860312331e-01
-5.507350000000001522e+00,3.189294615619801543e-01
1.556036805555555569e+00,3.189294615619801543e-01
5.556277777777776983e+00,2.421389430860312331e-01
6.726127083333333090e-01,1.631387590092724382e-01
-2.033512500000000056e+00,1.095132880739742853e-01
-1.387277777777778054e+00,7.614767144425871326e-02
-6.231906249999999980e-01,5.514828367222622540e-02
-2.367546874999999496e-01,4.143669379037169531e-02
-7.062808333333334132e-02,3.211991973144339568e-02
-3.549180555555551952e-03,2.555362690659997160e-02
2.150438333333332813e-02,2.077558829775886032e-02
2.903660138888888506e-02,1.720180811402105200e-02
2.944425694444445865e-02,1.446478319470117721e-02
2.715737499999999749e-02,1.232537689223646427e-02
2.405931250000000604e-02,1.062322005694512142e-02
2.093057638888889266e-02,9.247835525132426515e-03
1.807021527777777706e-02,8.121273000743139958e-03
1.556736805555555131e-02,7.187346830417882734e-03
1.342261805555555743e-02,6.404779722891703296e-03
1.160248611111111203e-02,5.742724015803460369e-03
1.020173333333333245e-02,5.228972309868440936e-03
6.910222222222220378e-03,5.098571325564806543e-03
7.769763888888887686e-03,5.645463429497589274e-03
8.734534722222223393e-03,6.284036762502169700e-03
9.799138888888886748e-03,7.035644985288883220e-03
1.093834722222222083e-02,7.928115451992305898e-03
1.208736805555554912e-02,8.998196650284027986e-03
1.310524305555555574e-02,1.029512247137540255e-02
1.370279861111111004e-02,1.188589042501389179e-02
1.330278125000000297e-02,1.386321210923455172e-02
1.075931013888889280e-02,1.635768878376818794e-02
3.786780555555557728e-03,1.955673133278202150e-02
-1.222797833333333188e-02,2.373424186494170474e-02
-4.672919027777777679e-02,2.929707588290688877e-02
-1.192608958333333247e-01,3.685562537468861644e-02
-2.700967361111110687e-01,4.732030689627642062e-02
-5.783999999999998032e-01,6.198824762361180435e-02
-1.174588194444444289e+00,8.242995727278494555e-02
-2.146921527777777339e+00,1.095132880739742853e-01
-3.033436111111111000e+00,1.402029159141506276e-01
-2.172382638888889606e+00,1.630031419470155674e-01
9.535092777777774975e-01,1.630031419470155674e-01
2.683591666666666153e+00,1.402029159141506276e-01
1.176624861111110532e+00,1.095132880739742853e-01
-5.424120833333333502e-01,8.242995727278494555e-02
-9.085854166666667009e-01,6.198824762361179047e-02
-6.629111111111113397e-01,4.732030689627642062e-02
-3.853863888888888201e-01,3.685562537468861644e-02
-2.033125000000000071e-01,2.929707588290689571e-02
-1.003628472222221901e-01,2.373424186494170474e-02
-4.522596249999999429e-02,1.955673133278201803e-02
-1.642697638888889269e-02,1.635768878376818794e-02
-1.716368055555557350e-03,1.386321210923455172e-02
5.515992361111107974e-03,1.188589042501389179e-02
8.787729305555552414e-03,1.029512247137540255e-02
9.973937500000000164e-03,8.998196650284027986e-03
1.008056944444444235e-02,7.928115451992305898e-03
9.650319444444444006e-03,7.035644985288883220e-03
8.976361111111110305e-03,6.284036762502170567e-03
8.215958333333333793e-03,5.645463429497592743e-03
7.526216666666665951e-03,5.148242433673636854e-03
4.920965277777776710e-03,4.996668182387000584e-03
5.240208333333332830e-03,5.520794153642425046e-03
5.484048611111111415e-03,6.129954068912053106e-03
5.575229166666666701e-03,6.843064610021024410e-03
5.383643750000000061e-03,7.684425150048356488e-03
4.689859513888889123e-03,8.685581139210146392e-03
3.122331388888890166e-03,9.887936861472636230e-03
4.657375000000016374e-05,1.134644733114296630e-02
-5.632234722222221983e-03,1.313485934354888598e-02
-1.582544333333333469e-02,1.535314286204669983e-02
-3.390613194444444534e-02,1.813789765105971660e-02
-6.586930555555554900e-02,2.167641584832116081e-02
-1.223556249999999818e-01,2.622403900679860442e-02
-2.218426388888888878e-01,3.212050828812858944e-02
-3.943253472222223999e-01,3.978911018341722838e-02
-6.799840277777777775e-01,4.967158926961581095e-02
-1.101696527777777934e+00,6.198824762361180435e-02
-1.563327083333333478e+00,7.614767144425871326e-02
-1.674577777777777499e+00,8.982049972588032616e-02
-8.763160555555555842e-01,9.867417179635676328e-02
6.137404722222221665e-01,9.867417179635676328e-02
1.442759027777777536e+00,8.982049972588032616e-02
9.569923611111107453e-01,7.614767144425872714e-02
6.235196527777778913e-02,6.198824762361181129e-02
-4.097815972222220715e-01,4.967158926961581789e-02
-4.643034722222221800e-01,3.978911018341722144e-02
-3.580965277777777289e-01,3.212050828812858250e-02
-2.382922222222222386e-01,2.622403900679860095e-02
-1.477646527777777830e-01,2.167641584832116428e-02
-8.791034722222219877e-02,1.813789765105971660e-02
-5.048509027777776936e-02,1.535314286204670156e-02
-2.766363194444444382e-02,1.313485934354888598e-02
-1.392334930555555635e-02,1.134644733114296804e-02
-5.730772291666665942e-03,9.887936861472636230e-03
-9.093665277777775299e-04,8.685581139210148127e-03
1.863972638888888173e-03,7.684425150048357356e-03
3.392279097222221373e-03,6.843064610021024410e-03
4.164581250000001268e-03,6.129954068912053106e-03
4.480302777777777322e-03,5.520794153642425046e-03
4.531024999999999289e-03,5.044400670581971127e-03
2.628587499999999241e-03,4.874877797272989498e-03
2.359256944444445073e-03,5.372492529993202516e-03
1.832626597222221940e-03,5.947660379991571641e-03
9.067253472222220473e-04,6.616674061173373131e-03
-6.381537499999997412e-04,7.400099249344371799e-03
-3.145131402777777505e-03,8.324086024976922946e-03
-7.154685416666667352e-03,9.422114381120465579e-03
-1.352563194444444429e-02,1.073730222496017093e-02
-2.363293055555555980e-02,1.232540647144782404e-02
-3.968871527777779323e-02,1.425858713688126118e-02
-6.524736111111111014e-02,1.662977461072073088e-02
-1.059540277777778067e-01,1.955683731683026394e-02
-1.704766666666667208e-01,2.318416370906262181e-02
-2.711080555555555605e-01,2.767572723796629663e-02
-4.220930555555555963e-01,3.318665155490210100e-02
-6.303895833333333920e-01,3.978911018341720757e-02
-8.691250000000002585e-01,4.732030689627642062e-02
-1.030629861111111323e+00,5.514828367222622540e-02
-9.100986111111113441e-01,6.198267874221354001e-02
-3.589635555555554802e-01,6.607610920590584191e-02
4.052972083333333253e-01,6.607610920590582804e-02
8.402777777777777901e-01,6.198267874221354695e-02
6.858312500000001144e-01,5.514828367222622540e-02
2.376712291666666921e-01,4.732030689627639980e-02
-1.160415416666666644e-01,3.978911018341721451e-02
-2.597063194444444445e-01,3.318665155490210100e-02
-2.627411805555555091e-01,2.767572723796629663e-02
-2.113379861111111535e-01,2.318416370906262181e-02
-1.530311111111111178e-01,1.955683731683026741e-02
-1.048481249999999865e-01,1.662977461072073435e-02
-6.953645833333332860e-02,1.425858713688126118e-02
-4.506527777777777355e-02,1.232540647144782578e-02
-2.856906249999999897e-02,1.073730222496017093e-02
-1.760402083333333437e-02,9.422114381120465579e-03
-1.037057638888888751e-02,8.324086024976922946e-03
-5.624626388888887864e-03,7.400099249344370932e-03
-2.529555347222222066e-03,6.616674061173373131e-03
-5.295322916666666060e-04,5.947660379991573376e-03
7.433274722222223780e-04,5.372492529993203383e-03
1.476454459583333286e-03,4.920342487523652816e-03
1.731886527777778051e-04,4.736343558303692837e-03
-6.821466388888890696e-04,5.204719117802711174e-03
-1.957302013888889344e-03,5.742726340660319478e-03
-3.842547222222222805e-03,6.364023035316476208e-03
-6.618888888888888565e-03,7.085500225181045469e-03
-1.070398611111111377e-02,7.928121859570910757e-03
-1.672175694444444360e-02,8.917961065506263899e-03
-2.560768055555556408e-02,1.008743548011304010e-02
-3.876176388888889074e-02,1.147668384193126397e-02
-5.826576388888889124e-02,1.313488595558935657e-02
-8.715263888888888366e-02,1.512102891167485877e-02
-1.296624305555555412e-01,1.750302357394714278e-02
-1.912217361111111513e-01,2.035296291287846254e-02
-2.774570138888889370e-01,2.373447405543024219e-02
-3.907083333333333797e-01,2.767572723796630704e-02
-5.216729166666665973e-01,3.212050828812858250e-02
-6.350590277777777848e-01,3.685562537468860256e-02
-6.580131944444443937e-01,4.143669379037168837e-02
-5.012540972222221392e-01,4.518020627501369291e-02
-1.438811180555555624e-01,4.731740515820785642e-02
2.754627777777777231e-01,4.731740515820785642e-02
5.213111111111110585e-01,4.518020627501368597e-02
4.794645833333334717e-01,4.143669379037168837e-02
2.539187499999999709e-01,3.685562537468860950e-02
2.325293055555555446e-02,3.212050828812858250e-02
-1.167330347222221704e-01,2.767572723796629663e-02
-1.659222222222222209e-01,2.373447405543023525e-02
-1.607656250000000231e-01,2.035296291287845907e-02
-1.335338888888888964e-01,1.750302357394714278e-02
-1.024506944444444206e-01,1.512102891167485877e-02
-7.513666666666665717e-02,1.313488595558935136e-02
-5.360902777777778322e-02,1.147668384193126744e-02
-3.754423611111111503e-02,1.008743548011304010e-02
-2.590348611111111324e-02,8.917961065506263899e-03
-1.760302083333333337e-02,7.928121859570910757e-03
-1.173665277777778161e-02,7.085500225181047204e-03
-7.611826388888889329e-03,6.364023035316471871e-03
-4.721686805555556400e-03,5.742726340660321213e-03
-2.703537500000000385e-03,5.204719117802711174e-03
-1.410821290416666663e-03,4.779293892466810086e-03
-2.308090277777777831e-03,4.584352388396869225e-03
-3.702609027777778276e-03,5.021761528701534395e-03
-5.644902777777777332e-03,5.520795973730204323e-03
-8.352555555555554040e-03,6.092609289931723293e-03
-1.213436805555555276e-02,6.750677818706857583e-03
-1.742927083333333654e-02,7.511271438565258682e-03
-2.486073611111110776e-02,8.393963803297838783e-03
-3.530944444444445579e-02,9.422122754918153820e-03
-5.000513888888890451e-02,1.062324938479967083e-02
-7.061993055555554344e-02,1.202890165132494520e-02
-9.932284722222223250e-02,1.367370748222369002e-02
-1.386731249999999804e-01,1.559259778864196568e-02
-1.910902777777777617e-01,1.781485242653911213e-02
-2.574144444444445012e-01,2.035296291287845907e-02
-3.338604166666666595e-01,2.318416370906262181e-02
-4.070472222222222825e-01,2.622403900679860095e-02
-4.489208333333333800e-01,2.929707588290688877e-02
-4.185506944444444821e-01,3.211991973144339568e-02
-2.820970138888888590e-01,3.432465437481373172e-02
-5.136789583333334352e-02,3.554450222226766126e-02
1.928590972222222200e-01,3.554450222226766126e-02
3.405780555555555922e-01,3.432465437481373172e-02
3.373194444444444495e-01,3.211991973144339568e-02
2.219009027777778531e-01,2.929707588290688877e-02
7.818768888888885660e-02,2.622403900679860095e-02
-3.213023333333332732e-02,2.318416370906262181e-02
-9.141923611111112125e-02,2.035296291287845907e-02
-1.098640972222222623e-01,1.781485242653911213e-02
-1.045700694444444273e-01,1.559259778864196394e-02
-8.905069444444442539e-02,1.367370748222369002e-02
-7.124513888888889257e-02,1.202890165132494867e-02
-5.489027777777779477e-02,1.062324938479966910e-02
-4.128770833333333945e-02,9.422122754918152085e-03
-3.055561111111111672e-02,8.393963803297838783e-03
-2.234001388888888842e-02,7.511271438565258682e-03
-1.616077083333333081e-02,6.750677818706856716e-03
-1.156126388888888655e-02,6.092609289931725028e-03
-8.158673611111107865e-03,5.520795973730204323e-03
-5.650819444444444423e-03,5.021761528701534395e-03
-3.957716666666665460e-03,4.624624187283168930e-03
-4.693159722222223565e-03,4.422170351365401625e-03
-6.546611111111111554e-03,4.827809029248267617e-03
-9.033111111111108080e-03,5.287276627517199269e-03
-1.237631250000000363e-02,5.809452117488900225e-03
-1.688132638888888842e-02,6.404785458318271001e-03
-2.296242361111111227e-02,7.085503325932687897e-03
-3.117731250000000537e-02,7.865765416299620033e-03
-4.226430555555554802e-02,8.761694058258452308e-03
-5.717333333333333295e-02,9.791140791062793655e-03
-7.706291666666667539e-02,1.097296081854091943e-02
-1.032100694444444411e-01,1.232543112132720824e-02
-1.367306249999999390e-01,1.386327546739170996e-02
-1.779310416666666783e-01,1.559259778864196394e-02
-2.250736805555555442e-01,1.750302357394713931e-02
-2.724482638888889308e-01,1.955683731683026394e-02
-3.082034722222221634e-01,2.167641584832116081e-02
-3.137929166666666991e-01,2.373424186494169780e-02
