Stress,Ref
-7.552548611111112309e-02,9.791140791062793655e-03
-5.601798611111112602e-02,8.761694058258452308e-03
-4.140520833333333900e-02,7.865765416299620033e-03
-3.054154861111111133e-02,7.085503325932687897e-03
-2.249309722222222335e-02,6.404785458318271001e-03
-1.653463888888889038e-02,5.809452117488901959e-03
-1.211983333333333142e-02,5.287276627517199269e-03
-9.112908333333334318e-03,4.870199203957003599e-03
-1.514927083333333837e-03,5.021761528701535263e-03
-2.522911805555555931e-03,5.520795973730202588e-03
-3.900509722222221184e-03,6.092609289931725028e-03
-5.778312500000000462e-03,6.750677818706856716e-03
-8.332368055555556402e-03,7.511271438565256947e-03
-1.179738888888889024e-02,8.393963803297842252e-03
-1.648037499999999850e-02,9.422122754918153820e-03
-2.276963888888889134e-02,1.062324938479967430e-02
-3.112615277777779424e-02,1.202890165132494867e-02
-4.202798611111111665e-02,1.367370748222369002e-02
-5.581270833333333570e-02,1.559259778864196394e-02
-7.230763888888890045e-02,1.781485242653911560e-02
-9.007798611111113296e-02,2.035296291287845907e-02
-1.051099305555555641e-01,2.318416370906262181e-02
-1.089854861111110990e-01,2.622403900679859054e-02
-8.760874999999998525e-02,2.929707588290688530e-02
-2.377238055555554869e-02,3.211991973144338874e-02
9.108456388888888644e-02,3.432465437481371784e-02
2.353780555555555210e-01,3.554450222226765432e-02
3.441638888888887693e-01,3.577812191958752719e-02
3.363690972222223019e-01,3.577812191958752719e-02
1.808341666666666847e-01,3.554450222226766126e-02
-6.376677291666668634e-02,3.432465437481371784e-02
-2.896397222222222290e-01,3.211991973144339568e-02
-4.200902777777776320e-01,2.929707588290688530e-02
-4.459083333333332400e-01,2.622403900679860095e-02
-4.017215277777778648e-01,2.318416370906262181e-02
-3.280756944444444545e-01,2.035296291287846254e-02
-2.522375000000000034e-01,1.781485242653911560e-02
-1.869165972222222027e-01,1.559259778864196394e-02
-1.355047222222222070e-01,1.367370748222369176e-02
-9.700145833333334577e-02,1.202890165132494867e-02
-6.895256944444443092e-02,1.062324938479967430e-02
-4.881972222222221575e-02,9.422122754918153820e-03
-3.446995833333333509e-02,8.393963803297840517e-03
-2.426640972222222220e-02,7.511271438565258682e-03
-1.700785416666667285e-02,6.750677818706854981e-03
-1.183474999999999978e-02,6.092609289931721558e-03
-8.138840277777777826e-03,5.520795973730204323e-03
-5.704833333333333457e-03,5.067579502705706063e-03
2.985564583333333148e-04,5.204719117802710307e-03
-3.774418749999999259e-04,5.742726340660317744e-03
-1.366814374999999852e-03,6.364023035316474473e-03
-2.799481249999999366e-03,7.085500225181048939e-03
-4.860036805555556158e-03,7.928121859570910757e-03
-7.810513888888891143e-03,8.917961065506262164e-03
-1.202110416666666778e-02,1.008743548011304010e-02
-1.800879861111110564e-02,1.147668384193126397e-02
-2.647918055555555442e-02,1.313488595558934963e-02
-3.835270833333333240e-02,1.512102891167485877e-02
-5.472118055555555416e-02,1.750302357394714278e-02
-7.660618055555555583e-02,2.035296291287845907e-02
-1.042345833333333388e-01,2.373447405543024219e-02
-1.352919444444444230e-01,2.767572723796628970e-02
-1.614324305555555616e-01,3.212050828812858250e-02
-1.630438888888889326e-01,3.685562537468861644e-02
-1.062469916666666792e-01,4.143669379037169531e-02
4.451380000000000614e-02,4.518020627501372066e-02
2.812347916666667058e-01,4.731740515820784948e-02
4.969347222222221250e-01,4.773257013925548409e-02
5.164618055555554310e-01,4.773257013925548409e-02
2.559268750000001091e-01,4.731740515820784948e-02
-1.609210159722222200e-01,4.518020627501370678e-02
-5.071902777777778093e-01,4.143669379037169531e-02
-6.538250000000001005e-01,3.685562537468861644e-02
-6.253277777777775936e-01,3.212050828812857556e-02
-5.107374999999999554e-01,2.767572723796628970e-02
-3.811138888888889742e-01,2.373447405543024219e-02
-2.700543055555554850e-01,2.035296291287845907e-02
-1.859081944444444245e-01,1.750302357394713931e-02
-1.259964583333333943e-01,1.512102891167485703e-02
-8.467395833333334065e-02,1.313488595558935136e-02
-5.660388888888887721e-02,1.147668384193126744e-02
-3.764982638888889760e-02,1.008743548011304010e-02
-2.486206944444444011e-02,8.917961065506262164e-03
-1.622031944444443999e-02,7.928121859570912491e-03
-1.036531944444444957e-02,7.085500225181048939e-03
-6.389487500000002457e-03,6.364023035316476208e-03
-3.686920833333333977e-03,5.742726340660319478e-03
-1.993733249999999138e-03,5.253889180085339304e-03
2.248282638888888726e-03,5.372492529993202516e-03
1.984445138888889151e-03,5.947660379991573376e-03
1.502388263888888506e-03,6.616674061173368794e-03
