lat,lon,mag,depth
2.412000000000000099e+01,1.215100000000000051e+02,3.700000000000000178e+00,8.099999999999999645e+00
2.432900000000000063e+01,1.208520000000000039e+02,3.029999999999999805e+00,8.300000000000000711e+00
2.392999999999999972e+01,1.213799999999999955e+02,3.339999999999999858e+00,9.900000000000000355e+00
2.392999999999999972e+01,1.212500000000000000e+02,3.589999999999999858e+00,8.099999999999999645e+00
2.362999999999999901e+01,1.208400000000000034e+02,3.689999999999999947e+00,8.000000000000000000e+00
2.339000000000000057e+01,1.209200000000000017e+02,3.620000000000000107e+00,2.600000000000000089e+00
2.408999999999999986e+01,1.210300000000000011e+02,3.939999999999999947e+00,4.500000000000000000e+00
2.382000000000000028e+01,1.210400000000000063e+02,3.189999999999999947e+00,2.350000000000000000e+01
2.438599999999999923e+01,1.209749999999999943e+02,3.399999999999999911e+00,5.799999999999999822e+00
2.412999999999999901e+01,1.215100000000000051e+02,3.029999999999999805e+00,4.599999999999999645e+00
2.373999999999999844e+01,1.212800000000000011e+02,3.060000000000000053e+00,5.599999999999999645e+00
2.417000000000000171e+01,1.209699999999999989e+02,3.720000000000000195e+00,1.019999999999999929e+01
2.410000000000000142e+01,1.211200000000000045e+02,3.009999999999999787e+00,6.000000000000000000e+00
2.376300000000000168e+01,1.208479999999999990e+02,3.279999999999999805e+00,3.399999999999999911e+00
2.360999999999999943e+01,1.208700000000000045e+02,2.589999999999999858e+00,7.400000000000000355e+00
2.414999999999999858e+01,1.212199999999999989e+02,3.160000000000000142e+00,1.030000000000000071e+01
2.425000000000000000e+01,1.210799999999999983e+02,3.669999999999999929e+00,1.359999999999999964e+01
2.353000000000000114e+01,1.208499999999999943e+02,3.180000000000000160e+00,8.800000000000000711e+00
2.355000000000000071e+01,1.209000000000000057e+02,3.109999999999999876e+00,8.099999999999999645e+00
2.400499999999999901e+01,1.206260000000000048e+02,3.399999999999999911e+00,1.290000000000000036e+01
2.417999999999999972e+01,1.210000000000000000e+02,3.290000000000000036e+00,1.000000000000000000e+01
2.371000000000000085e+01,1.208700000000000045e+02,3.430000000000000160e+00,5.299999999999999822e+00
2.367999999999999972e+01,1.209099999999999966e+02,4.549999999999999822e+00,5.799999999999999822e+00
2.369500000000000028e+01,1.208729999999999905e+02,3.600000000000000089e+00,1.989999999999999858e+01
2.362999999999999901e+01,1.208599999999999994e+02,3.270000000000000018e+00,8.099999999999999645e+00
2.364999999999999858e+01,1.205199999999999960e+02,3.500000000000000000e+00,9.400000000000000355e+00
2.316800000000000281e+01,1.209039999999999964e+02,4.200000000000000178e+00,9.300000000000000711e+00
2.314900000000000091e+01,1.209720000000000084e+02,3.279999999999999805e+00,5.599999999999999645e+00
2.357999999999999829e+01,1.208599999999999994e+02,3.129999999999999893e+00,6.500000000000000000e+00
2.317399999999999949e+01,1.209060000000000059e+02,3.600000000000000089e+00,2.899999999999999911e+00
2.371000000000000085e+01,1.210999999999999943e+02,3.029999999999999805e+00,2.519999999999999929e+01
2.442000000000000171e+01,1.218799999999999955e+02,3.310000000000000053e+00,2.680000000000000071e+01
2.375000000000000000e+01,1.212300000000000040e+02,3.310000000000000053e+00,9.099999999999999645e+00
2.408999999999999986e+01,1.210199999999999960e+02,3.250000000000000000e+00,1.280000000000000071e+01
2.416000000000000014e+01,1.210600000000000023e+02,3.109999999999999876e+00,3.700000000000000178e+00
2.376000000000000156e+01,1.209010000000000105e+02,3.740000000000000213e+00,1.040000000000000036e+01
2.439000000000000057e+01,1.219200000000000017e+02,3.270000000000000018e+00,2.830000000000000071e+01
2.314000000000000057e+01,1.210100000000000051e+02,3.129999999999999893e+00,8.300000000000000711e+00
2.401999999999999957e+01,1.212800000000000011e+02,3.279999999999999805e+00,1.150000000000000000e+01
2.408999999999999986e+01,1.210199999999999960e+02,3.149999999999999911e+00,7.200000000000000178e+00
2.401999999999999957e+01,1.212800000000000011e+02,3.830000000000000071e+00,2.100000000000000089e+00
2.378000000000000114e+01,1.212900000000000063e+02,3.250000000000000000e+00,9.400000000000000355e+00
2.398999999999999844e+01,1.213900000000000006e+02,3.140000000000000124e+00,5.400000000000000355e+00
2.421999999999999886e+01,1.211599999999999966e+02,3.169999999999999929e+00,1.580000000000000071e+01
2.425000000000000000e+01,1.211599999999999966e+02,3.109999999999999876e+00,1.639999999999999858e+01
2.492000000000000171e+01,1.217600000000000051e+02,3.040000000000000036e+00,9.350000000000000000e+01
2.393099999999999739e+01,1.209150000000000063e+02,3.899999999999999911e+00,5.900000000000000355e+00
2.401000000000000156e+01,1.212800000000000011e+02,3.600000000000000089e+00,4.799999999999999822e+00
2.417000000000000171e+01,1.213700000000000045e+02,3.459999999999999964e+00,5.799999999999999822e+00
2.379599999999999937e+01,1.209260000000000019e+02,4.299999999999999822e+00,2.439999999999999858e+01
2.396000000000000085e+01,1.206320000000000050e+02,3.819999999999999840e+00,1.109999999999999964e+01
2.385000000000000142e+01,1.210100000000000051e+02,3.189999999999999947e+00,1.140000000000000036e+01
2.380000000000000071e+01,1.209350000000000023e+02,4.110000000000000320e+00,1.090000000000000036e+01
2.416000000000000014e+01,1.214399999999999977e+02,3.220000000000000195e+00,3.899999999999999911e+00
2.421999999999999886e+01,1.213700000000000045e+02,3.209999999999999964e+00,3.799999999999999822e+00
2.321499999999999986e+01,1.209510000000000076e+02,3.500000000000000000e+00,2.299999999999999822e+00
2.421999999999999886e+01,1.210799999999999983e+02,3.310000000000000053e+00,5.700000000000000178e+00
2.423000000000000043e+01,1.210799999999999983e+02,3.009999999999999787e+00,7.700000000000000178e+00
2.352100000000000080e+01,1.208829999999999956e+02,3.490000000000000213e+00,7.299999999999999822e+00
2.318499999999999872e+01,1.209270000000000067e+02,3.439999999999999947e+00,7.599999999999999645e+00
2.396000000000000085e+01,1.213199999999999932e+02,3.669999999999999929e+00,1.100000000000000000e+01
2.312999999999999901e+01,1.210260000000000105e+02,3.919999999999999929e+00,7.799999999999999822e+00
2.402199999999999847e+01,1.206260000000000048e+02,3.799999999999999822e+00,1.550000000000000000e+01
2.401999999999999957e+01,1.211299999999999955e+02,3.180000000000000160e+00,8.500000000000000000e+00
2.421000000000000085e+01,1.213799999999999955e+02,3.279999999999999805e+00,1.699999999999999956e+00
2.396300000000000097e+01,1.210709999999999980e+02,4.200000000000000178e+00,9.500000000000000000e+00
2.396000000000000085e+01,1.212999999999999972e+02,3.560000000000000053e+00,1.500000000000000000e+01
2.367999999999999972e+01,1.209500000000000028e+02,3.399999999999999911e+00,8.699999999999999289e+00
2.319999999999999929e+01,1.209800000000000040e+02,3.229999999999999982e+00,1.380000000000000071e+01
2.451999999999999957e+01,1.210900000000000034e+02,3.060000000000000053e+00,1.699999999999999956e+00
2.467999999999999972e+01,1.210400000000000063e+02,3.040000000000000036e+00,2.799999999999999822e+00
2.400000000000000000e+01,1.212800000000000011e+02,3.169999999999999929e+00,1.340000000000000036e+01
2.392000000000000171e+01,1.210300000000000011e+02,3.339999999999999858e+00,1.090000000000000036e+01
2.342999999999999972e+01,1.210120000000000005e+02,3.600000000000000089e+00,3.799999999999999822e+00
2.315300000000000225e+01,1.208770000000000095e+02,3.899999999999999911e+00,6.000000000000000000e+00
2.416000000000000014e+01,1.213599999999999994e+02,3.450000000000000178e+00,1.309999999999999964e+01
2.319099999999999895e+01,1.209099999999999966e+02,3.390000000000000124e+00,3.000000000000000000e+00
2.416000000000000014e+01,1.214200000000000017e+02,3.279999999999999805e+00,5.500000000000000000e+00
2.320699999999999719e+01,1.209300000000000068e+02,3.700000000000000178e+00,4.000000000000000222e-01
2.369000000000000128e+01,1.209699999999999989e+02,3.500000000000000000e+00,8.000000000000000000e+00
2.355999999999999872e+01,1.208299999999999983e+02,3.140000000000000124e+00,1.700000000000000000e+01
2.412000000000000099e+01,1.213299999999999983e+02,3.259999999999999787e+00,2.299999999999999822e+00
2.317999999999999972e+01,1.209200000000000017e+02,3.120000000000000107e+00,3.899999999999999911e+00
2.344999999999999929e+01,1.217800000000000011e+02,3.040000000000000036e+00,3.160000000000000142e+01
2.387099999999999866e+01,1.213789999999999907e+02,3.890000000000000124e+00,4.599999999999999645e+00
2.371999999999999886e+01,1.207999999999999972e+02,3.029999999999999805e+00,5.799999999999999822e+00
2.423000000000000043e+01,1.210000000000000000e+02,3.290000000000000036e+00,8.599999999999999645e+00
2.317999999999999972e+01,1.209200000000000017e+02,3.549999999999999822e+00,3.200000000000000178e+00
2.401999999999999957e+01,1.210199999999999960e+02,3.660000000000000142e+00,8.400000000000000355e+00
2.442999999999999972e+01,1.208900000000000006e+02,3.129999999999999893e+00,2.799999999999999822e+00
2.317900000000000205e+01,1.208949999999999960e+02,3.000000000000000000e+00,8.300000000000000711e+00
2.318699999999999761e+01,1.208739999999999952e+02,3.520000000000000018e+00,9.699999999999999289e+00
2.392000000000000171e+01,1.213299999999999983e+02,3.209999999999999964e+00,5.700000000000000178e+00
2.371000000000000085e+01,1.209899999999999949e+02,3.750000000000000000e+00,1.280000000000000071e+01
2.401999999999999957e+01,1.209800000000000040e+02,3.629999999999999893e+00,5.099999999999999645e+00
2.317000000000000171e+01,1.210100000000000051e+02,3.350000000000000089e+00,3.000000000000000000e+00
2.412999999999999901e+01,1.213400000000000034e+02,3.160000000000000142e+00,3.700000000000000178e+00
2.406900000000000261e+01,1.213589999999999947e+02,3.799999999999999822e+00,1.699999999999999956e+00
2.379899999999999949e+01,1.210160000000000053e+02,4.299999999999999822e+00,3.579999999999999716e+01
2.385000000000000142e+01,1.210100000000000051e+02,3.029999999999999805e+00,8.599999999999999645e+00
2.342000000000000171e+01,1.209800000000000040e+02,3.770000000000000018e+00,3.299999999999999822e+00
2.398999999999999844e+01,1.206599999999999966e+02,3.229999999999999982e+00,1.159999999999999964e+01
2.328400000000000247e+01,1.207409999999999997e+02,4.299999999999999822e+00,2.700000000000000178e+00
2.408999999999999986e+01,1.213499999999999943e+02,3.169999999999999929e+00,9.300000000000000711e+00
2.412999999999999901e+01,1.212300000000000040e+02,3.430000000000000160e+00,9.000000000000000222e-01
2.389000000000000057e+01,1.210699999999999932e+02,3.629999999999999893e+00,2.119999999999999929e+01
2.414000000000000057e+01,1.212699999999999960e+02,3.149999999999999911e+00,9.400000000000000355e+00
2.382999999999999829e+01,1.209000000000000057e+02,3.279999999999999805e+00,1.569999999999999929e+01
2.294900000000000162e+01,1.211389999999999958e+02,3.700000000000000178e+00,7.099999999999999645e+00
2.299199999999999733e+01,1.212270000000000039e+02,3.600000000000000089e+00,2.000000000000000000e+00
2.419999999999999929e+01,1.210199999999999960e+02,3.419999999999999929e+00,9.300000000000000711e+00
2.439999999999999858e+01,1.208599999999999994e+02,3.330000000000000071e+00,1.109999999999999964e+01
2.426999999999999957e+01,1.211299999999999955e+02,3.140000000000000124e+00,1.639999999999999858e+01
2.419000000000000128e+01,1.209500000000000028e+02,3.200000000000000178e+00,6.400000000000000355e+00
2.419000000000000128e+01,1.209699999999999989e+02,3.850000000000000089e+00,9.900000000000000355e+00
2.396000000000000085e+01,1.209500000000000028e+02,3.339999999999999858e+00,9.099999999999999645e+00
2.305599999999999739e+01,1.210670000000000073e+02,3.379999999999999893e+00,1.800000000000000044e+00
2.423000000000000043e+01,1.209899999999999949e+02,3.200000000000000178e+00,9.599999999999999645e+00
2.310000000000000142e+01,1.210699999999999932e+02,3.430000000000000160e+00,7.700000000000000178e+00
2.412000000000000099e+01,1.213400000000000034e+02,3.080000000000000071e+00,5.500000000000000000e+00
2.378999999999999915e+01,1.209800000000000040e+02,3.180000000000000160e+00,4.099999999999999645e+00
2.380000000000000071e+01,1.212999999999999972e+02,3.040000000000000036e+00,6.750000000000000000e+01
2.398000000000000043e+01,1.209899999999999949e+02,3.799999999999999822e+00,2.000000000000000000e+01
2.396000000000000085e+01,1.210400000000000063e+02,3.020000000000000018e+00,6.700000000000000178e+00
2.414999999999999858e+01,1.212500000000000000e+02,3.259999999999999787e+00,8.800000000000000711e+00
2.402400000000000091e+01,1.217929999999999922e+02,3.700000000000000178e+00,2.930000000000000071e+01
2.413699999999999690e+01,1.213560000000000088e+02,4.599999999999999645e+00,1.399999999999999911e+00
2.403999999999999915e+01,1.209699999999999989e+02,4.019999999999999574e+00,5.299999999999999822e+00
2.323000000000000043e+01,1.209000000000000057e+02,4.200000000000000178e+00,5.000000000000000000e-01
2.323000000000000043e+01,1.209099999999999966e+02,4.240000000000000213e+00,3.299999999999999822e+00
2.305400000000000205e+01,1.209849999999999994e+02,3.100000000000000089e+00,8.099999999999999645e+00
2.358999999999999986e+01,1.207199999999999989e+02,3.359999999999999876e+00,1.880000000000000071e+01
2.394999999999999929e+01,1.210400000000000063e+02,3.209999999999999964e+00,5.700000000000000178e+00
2.415099999999999980e+01,1.213420000000000130e+02,3.799999999999999822e+00,5.400000000000000355e+00
2.512000000000000099e+01,1.203900000000000006e+02,3.240000000000000213e+00,6.779999999999999716e+01
2.419000000000000128e+01,1.214500000000000028e+02,3.330000000000000071e+00,3.899999999999999911e+00
2.403999999999999915e+01,1.212999999999999972e+02,3.120000000000000107e+00,8.900000000000000355e+00
2.323000000000000043e+01,1.209000000000000057e+02,3.709999999999999964e+00,1.399999999999999911e+00
2.428000000000000114e+01,1.210400000000000063e+02,3.009999999999999787e+00,3.500000000000000000e+00
2.419999999999999929e+01,1.214599999999999937e+02,3.169999999999999929e+00,6.299999999999999822e+00
2.419000000000000128e+01,1.210300000000000011e+02,3.020000000000000018e+00,9.800000000000000711e+00
2.412000000000000099e+01,1.209099999999999966e+02,3.060000000000000053e+00,6.799999999999999822e+00
2.378000000000000114e+01,1.209699999999999989e+02,3.080000000000000071e+00,4.500000000000000000e+00
2.369000000000000128e+01,1.213299999999999983e+02,3.169999999999999929e+00,7.700000000000000178e+00
2.466900000000000048e+01,1.209979999999999905e+02,3.799999999999999822e+00,5.000000000000000000e+00
2.466699999999999804e+01,1.210310000000000059e+02,3.169999999999999929e+00,2.600000000000000089e+00
2.417999999999999972e+01,1.213499999999999943e+02,3.080000000000000071e+00,9.199999999999999289e+00
2.398999999999999844e+01,1.211400000000000006e+02,3.189999999999999947e+00,2.039999999999999858e+01
2.417000000000000171e+01,1.215199999999999960e+02,3.410000000000000142e+00,4.400000000000000355e+00
2.446999999999999886e+01,1.201099999999999994e+02,3.089999999999999858e+00,7.720000000000000284e+01
2.461899999999999977e+01,1.210470000000000113e+02,3.600000000000000089e+00,6.099999999999999645e+00
2.361699999999999733e+01,1.208239999999999981e+02,3.560000000000000053e+00,7.700000000000000178e+00
2.414999999999999858e+01,1.217600000000000051e+02,4.049999999999999822e+00,5.099999999999999645e+00
2.410999999999999943e+01,1.213499999999999943e+02,3.439999999999999947e+00,9.699999999999999289e+00
2.410999999999999943e+01,1.213499999999999943e+02,3.410000000000000142e+00,1.080000000000000071e+01
2.441000000000000014e+01,1.211899999999999977e+02,3.299999999999999822e+00,1.839999999999999858e+01
2.419000000000000128e+01,1.214599999999999937e+02,3.200000000000000178e+00,6.299999999999999822e+00
2.362000000000000099e+01,1.208199999999999932e+02,3.259999999999999787e+00,7.599999999999999645e+00
2.396000000000000085e+01,1.206800000000000068e+02,3.370000000000000107e+00,1.159999999999999964e+01
2.410999999999999943e+01,1.210100000000000051e+02,3.089999999999999858e+00,2.180000000000000071e+01
2.423999999999999844e+01,1.212500000000000000e+02,3.390000000000000124e+00,9.000000000000000000e+00
2.321000000000000085e+01,1.209000000000000057e+02,3.299999999999999822e+00,5.000000000000000000e+00
2.323800000000000310e+01,1.209050000000000011e+02,3.799999999999999822e+00,4.900000000000000355e+00
2.385000000000000142e+01,1.209699999999999989e+02,3.100000000000000089e+00,8.000000000000000000e+00
2.396000000000000085e+01,1.206700000000000017e+02,3.209999999999999964e+00,1.200000000000000000e+01
2.405999999999999872e+01,1.206250000000000000e+02,3.450000000000000178e+00,1.169999999999999929e+01
2.369000000000000128e+01,1.209099999999999966e+02,3.290000000000000036e+00,2.299999999999999822e+00
2.439999999999999858e+01,1.210000000000000000e+02,3.029999999999999805e+00,4.299999999999999822e+00
2.366000000000000014e+01,1.205499999999999972e+02,3.140000000000000124e+00,1.400000000000000000e+01
2.423000000000000043e+01,1.210600000000000023e+02,3.439999999999999947e+00,8.000000000000000000e+00
2.319999999999999929e+01,1.209599999999999937e+02,3.180000000000000160e+00,7.900000000000000355e+00
2.366900000000000048e+01,1.207039999999999935e+02,3.640000000000000124e+00,1.450000000000000000e+01
2.355999999999999872e+01,1.208599999999999994e+02,3.000000000000000000e+00,7.099999999999999645e+00
2.380000000000000071e+01,1.209599999999999937e+02,3.089999999999999858e+00,5.200000000000000178e+00
2.371000000000000085e+01,1.209399999999999977e+02,3.319999999999999840e+00,3.200000000000000178e+00
2.417999999999999972e+01,1.209899999999999949e+02,3.479999999999999982e+00,1.169999999999999929e+01
2.419000000000000128e+01,1.210199999999999960e+02,3.029999999999999805e+00,4.099999999999999645e+00
2.367000000000000171e+01,1.208900000000000006e+02,3.029999999999999805e+00,7.500000000000000000e+00
2.380999999999999872e+01,1.210400000000000063e+02,3.310000000000000053e+00,2.150000000000000000e+01
2.412999999999999901e+01,1.214500000000000028e+02,3.580000000000000071e+00,4.799999999999999822e+00
2.421999999999999886e+01,1.210100000000000051e+02,3.589999999999999858e+00,9.300000000000000711e+00
2.342999999999999972e+01,1.204899999999999949e+02,3.129999999999999893e+00,9.900000000000000355e+00
2.354100000000000037e+01,1.208599999999999994e+02,4.019999999999999574e+00,7.099999999999999645e+00
2.456400000000000006e+01,1.210260000000000105e+02,3.799999999999999822e+00,9.900000000000000355e+00
2.378999999999999915e+01,1.207800000000000011e+02,3.279999999999999805e+00,9.900000000000000355e+00
2.355199999999999960e+01,1.207750000000000057e+02,3.529999999999999805e+00,9.900000000000000355e+00
2.454800000000000182e+01,1.210450000000000017e+02,3.089999999999999858e+00,8.000000000000000444e-01
2.428999999999999915e+01,1.211800000000000068e+02,3.330000000000000071e+00,1.569999999999999929e+01
2.341000000000000014e+01,1.205900000000000034e+02,3.560000000000000053e+00,3.299999999999999822e+00
2.428999999999999915e+01,1.210400000000000063e+02,3.040000000000000036e+00,6.700000000000000178e+00
2.385999999999999943e+01,1.209899999999999949e+02,3.240000000000000213e+00,1.119999999999999929e+01
2.394000000000000128e+01,1.210100000000000051e+02,4.120000000000000107e+00,8.199999999999999289e+00
2.323999999999999844e+01,1.209099999999999966e+02,3.080000000000000071e+00,7.599999999999999645e+00
2.379199999999999804e+01,1.207699999999999960e+02,4.129999999999999893e+00,6.200000000000000178e+00
2.357000000000000028e+01,1.208400000000000034e+02,3.009999999999999787e+00,6.400000000000000355e+00
2.426000000000000156e+01,1.210300000000000011e+02,3.040000000000000036e+00,6.099999999999999645e+00
2.389000000000000057e+01,1.208700000000000045e+02,3.259999999999999787e+00,8.500000000000000000e+00
2.358199999999999719e+01,1.208270000000000124e+02,4.299999999999999822e+00,5.000000000000000000e-01
2.403000000000000114e+01,1.210199999999999960e+02,3.189999999999999947e+00,4.799999999999999822e+00
2.317000000000000171e+01,1.210300000000000011e+02,3.040000000000000036e+00,3.000000000000000000e+00
2.416000000000000014e+01,1.214099999999999966e+02,3.060000000000000053e+00,3.799999999999999822e+00
2.362999999999999901e+01,1.208400000000000034e+02,3.100000000000000089e+00,1.040000000000000036e+01
2.396999999999999886e+01,1.210799999999999983e+02,3.089999999999999858e+00,4.200000000000000178e+00
2.369999999999999929e+01,1.210300000000000011e+02,4.000000000000000000e+00,5.700000000000000178e+00
2.371999999999999886e+01,1.210000000000000000e+02,3.109999999999999876e+00,4.599999999999999645e+00
2.407000000000000028e+01,1.206400000000000006e+02,3.250000000000000000e+00,1.000000000000000000e+01
2.410000000000000142e+01,1.213100000000000023e+02,3.729999999999999982e+00,3.500000000000000000e+00
2.373000000000000043e+01,1.210100000000000051e+02,3.259999999999999787e+00,9.000000000000000000e+00
2.430999999999999872e+01,1.210600000000000023e+02,3.259999999999999787e+00,1.430000000000000071e+01
2.409600000000000009e+01,1.214789999999999992e+02,3.299999999999999822e+00,5.000000000000000000e+00
2.409600000000000009e+01,1.214620000000000033e+02,4.200000000000000178e+00,5.400000000000000355e+00
2.387000000000000099e+01,1.209699999999999989e+02,3.529999999999999805e+00,1.100000000000000000e+01
2.426000000000000156e+01,1.212300000000000040e+02,3.180000000000000160e+00,8.300000000000000711e+00
2.397500000000000142e+01,1.206429999999999865e+02,3.540000000000000036e+00,1.219999999999999929e+01
2.397599999999999909e+01,1.206439999999999912e+02,3.660000000000000142e+00,1.150000000000000000e+01
2.407999999999999829e+01,1.210199999999999960e+02,3.200000000000000178e+00,1.240000000000000036e+01
2.321000000000000085e+01,1.209500000000000028e+02,3.500000000000000000e+00,7.599999999999999645e+00
2.390500000000000114e+01,1.210489999999999924e+02,4.129999999999999893e+00,2.150000000000000000e+01
2.405999999999999872e+01,1.210000000000000000e+02,3.620000000000000107e+00,4.799999999999999822e+00
2.357699999999999818e+01,1.208420000000000130e+02,4.000000000000000000e+00,4.500000000000000000e+00
2.364000000000000057e+01,1.207999999999999972e+02,3.319999999999999840e+00,1.300000000000000044e+00
2.346000000000000085e+01,1.208799999999999955e+02,3.200000000000000178e+00,6.900000000000000355e+00
2.414999999999999858e+01,1.213299999999999983e+02,3.459999999999999964e+00,2.899999999999999911e+00
2.414000000000000057e+01,1.213100000000000023e+02,3.189999999999999947e+00,1.500000000000000000e+00
2.394000000000000128e+01,1.212900000000000063e+02,3.330000000000000071e+00,3.299999999999999822e+00
2.373000000000000043e+01,1.210300000000000011e+02,3.209999999999999964e+00,7.099999999999999645e+00
2.363300000000000267e+01,1.205300000000000011e+02,3.919999999999999929e+00,1.440000000000000036e+01
2.357999999999999829e+01,1.209800000000000040e+02,3.560000000000000053e+00,6.200000000000000178e+00
2.280999999999999872e+01,1.207399999999999949e+02,3.490000000000000213e+00,1.140000000000000036e+01
2.405000000000000071e+01,1.210400000000000063e+02,3.330000000000000071e+00,4.200000000000000178e+00
2.476000000000000156e+01,1.210199999999999960e+02,3.169999999999999929e+00,1.500000000000000000e+01
2.355999999999999872e+01,1.208599999999999994e+02,3.180000000000000160e+00,7.700000000000000178e+00
2.425000000000000000e+01,1.214000000000000057e+02,3.220000000000000195e+00,1.400000000000000000e+01
2.396999999999999886e+01,1.210199999999999960e+02,3.700000000000000178e+00,7.200000000000000178e+00
2.381800000000000139e+01,1.210139999999999958e+02,4.169999999999999929e+00,2.600000000000000000e+01
2.397599999999999909e+01,1.213379999999999939e+02,4.099999999999999645e+00,1.019999999999999929e+01
2.401999999999999957e+01,1.212900000000000063e+02,3.080000000000000071e+00,5.599999999999999645e+00
2.398999999999999844e+01,1.212999999999999972e+02,3.470000000000000195e+00,1.109999999999999964e+01
2.383999999999999986e+01,1.209800000000000040e+02,3.580000000000000071e+00,8.000000000000000000e+00
2.398999999999999844e+01,1.213100000000000023e+02,3.120000000000000107e+00,5.799999999999999822e+00
2.412999999999999901e+01,1.217900000000000063e+02,3.229999999999999982e+00,8.000000000000000000e+00
2.439000000000000057e+01,1.210300000000000011e+02,3.279999999999999805e+00,3.700000000000000178e+00
2.412000000000000099e+01,1.209500000000000028e+02,3.609999999999999876e+00,5.900000000000000355e+00
2.378000000000000114e+01,1.210100000000000051e+02,3.229999999999999982e+00,1.380000000000000071e+01
2.368599999999999994e+01,1.209639999999999986e+02,4.200000000000000178e+00,2.339999999999999858e+01
2.419999999999999929e+01,1.214599999999999937e+02,3.330000000000000071e+00,9.900000000000000355e+00
2.437000000000000099e+01,1.219399999999999977e+02,3.120000000000000107e+00,1.639999999999999858e+01
2.418699999999999761e+01,1.214639999999999986e+02,4.230000000000000426e+00,1.000000000000000000e+01
2.405000000000000071e+01,1.208499999999999943e+02,3.799999999999999822e+00,7.599999999999999645e+00
2.417999999999999972e+01,1.210400000000000063e+02,3.339999999999999858e+00,8.900000000000000355e+00
2.373999999999999844e+01,1.210000000000000000e+02,3.160000000000000142e+00,2.719999999999999929e+01
2.417500000000000071e+01,1.209429999999999978e+02,3.799999999999999822e+00,2.799999999999999822e+00
2.410000000000000142e+01,1.210000000000000000e+02,3.839999999999999858e+00,7.099999999999999645e+00
2.421999999999999886e+01,1.211599999999999966e+02,3.189999999999999947e+00,4.900000000000000355e+00
2.401999999999999957e+01,1.211099999999999994e+02,3.709999999999999964e+00,4.700000000000000178e+00
2.414000000000000057e+01,1.209399999999999977e+02,3.569999999999999840e+00,5.799999999999999822e+00
2.360999999999999943e+01,1.212399999999999949e+02,3.200000000000000178e+00,5.400000000000000355e+00
2.389000000000000057e+01,1.210499999999999972e+02,3.109999999999999876e+00,2.569999999999999929e+01
2.414999999999999858e+01,1.210999999999999943e+02,3.129999999999999893e+00,3.399999999999999911e+00
2.396000000000000085e+01,1.213400000000000034e+02,3.049999999999999822e+00,4.900000000000000355e+00
2.419000000000000128e+01,1.210799999999999983e+02,3.580000000000000071e+00,4.900000000000000355e+00
2.414000000000000057e+01,1.210100000000000051e+02,3.089999999999999858e+00,7.200000000000000178e+00
2.372300000000000253e+01,1.205010000000000048e+02,3.310000000000000053e+00,7.400000000000000355e+00
2.438500000000000156e+01,1.209620000000000033e+02,4.009999999999999787e+00,4.799999999999999822e+00
2.369999999999999929e+01,1.209300000000000068e+02,3.000000000000000000e+00,3.600000000000000089e+00
2.416000000000000014e+01,1.209300000000000068e+02,3.569999999999999840e+00,7.000000000000000000e+00
2.378000000000000114e+01,1.209200000000000017e+02,3.189999999999999947e+00,1.159999999999999964e+01
2.358699999999999974e+01,1.208320000000000078e+02,3.779999999999999805e+00,3.799999999999999822e+00
2.371000000000000085e+01,1.205300000000000011e+02,3.529999999999999805e+00,6.799999999999999822e+00
2.396000000000000085e+01,1.210300000000000011e+02,3.830000000000000071e+00,5.400000000000000355e+00
2.371999999999999886e+01,1.205199999999999960e+02,3.209999999999999964e+00,7.500000000000000000e+00
2.320800000000000196e+01,1.205199999999999960e+02,3.359999999999999876e+00,1.040000000000000036e+01
2.428999999999999915e+01,1.212399999999999949e+02,3.140000000000000124e+00,1.530000000000000071e+01
2.401800000000000068e+01,1.206239999999999952e+02,3.589999999999999858e+00,1.269999999999999929e+01
2.386100000000000065e+01,1.214120000000000061e+02,3.129999999999999893e+00,1.500000000000000000e+00
2.426000000000000156e+01,1.210799999999999983e+02,3.350000000000000089e+00,5.700000000000000178e+00
2.419999999999999929e+01,1.214599999999999937e+02,3.450000000000000178e+00,7.200000000000000178e+00
2.399699999999999989e+01,1.206490000000000009e+02,3.549999999999999822e+00,1.340000000000000036e+01
2.425000000000000000e+01,1.214699999999999989e+02,3.240000000000000213e+00,1.169999999999999929e+01
2.421000000000000085e+01,1.209200000000000017e+02,3.080000000000000071e+00,1.030000000000000071e+01
2.350000000000000000e+01,1.209300000000000068e+02,3.629999999999999893e+00,6.900000000000000355e+00
2.412000000000000099e+01,1.210300000000000011e+02,3.149999999999999911e+00,9.699999999999999289e+00
2.351999999999999957e+01,1.208299999999999983e+02,3.089999999999999858e+00,2.169999999999999929e+01
2.400600000000000023e+01,1.213310000000000031e+02,3.799999999999999822e+00,2.799999999999999822e+00
2.395100000000000051e+01,1.206479999999999961e+02,3.089999999999999858e+00,1.159999999999999964e+01
2.353199999999999648e+01,1.208679999999999950e+02,3.009999999999999787e+00,6.599999999999999645e+00
2.414000000000000057e+01,1.209800000000000040e+02,3.330000000000000071e+00,1.130000000000000071e+01
2.414999999999999858e+01,1.209699999999999989e+02,3.529999999999999805e+00,1.430000000000000071e+01
2.423999999999999844e+01,1.210799999999999983e+02,3.060000000000000053e+00,1.580000000000000071e+01
2.394999999999999929e+01,1.209599999999999937e+02,3.160000000000000142e+00,7.700000000000000178e+00
2.430199999999999960e+01,1.215379999999999967e+02,3.160000000000000142e+00,6.900000000000000355e+00
